outside,"[1, 0, 0, 29, 2, 8, 5, 40, 0, 4, 0, 0]","Annual Report of Year Ending June 30, 1961"
drag,"[0, 0, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 9, 0, 0]","Annual Report of Year Ending June 30, 1961"
decisions,"[1, 7, 11, 1]","Annual Report of Year Ending June 30, 1961"
management,"[8, 3]","Annual Report of Year Ending June 30, 1961"
useful,"[6, 0, 0]","Annual Report of Year Ending June 30, 1961"
self,"[2, 7]","Annual Report of Year Ending June 30, 1961"
interchange,"[0, 5, 0, 0, 1, 4, 0, 0, 34, 0, 0, 6, 1, 3]","Annual Report of Year Ending June 30, 1961"
offset,"[3, 20, 0, 0, 0, 0, 0, 0, 0, 0, 169, 19, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]","Annual Report of Year Ending June 30, 1961"
others,[],"Annual Report of Year Ending June 30, 1961"
quality,"[3, 0, 12, 1, 3, 0, 6, 4, 11, 2, 9, 0]","Annual Report of Year Ending June 30, 1961"
knowledge,"[0, 0, 18]","Annual Report of Year Ending June 30, 1961"
A,"[0, 147, 0, 0, 2793, 0, 0, 0, 0, 0, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
qualifications,"[35, 1, 1]","Annual Report of Year Ending June 30, 1961"
energy,"[7, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 1]","Annual Report of Year Ending June 30, 1961"
involve,"[0, 2, 7, 5, 54, 11, 80, 0, 22, 6, 14, 0]","Annual Report of Year Ending June 30, 1961"
'',[],"Annual Report of Year Ending June 30, 1961"
himself,[],"Annual Report of Year Ending June 30, 1961"
than,[],"Annual Report of Year Ending June 30, 1961"
whose,[],"Annual Report of Year Ending June 30, 1961"
institution,"[1, 0, 2, 3, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 4, 0]","Annual Report of Year Ending June 30, 1961"
day-by-day,"[1, 9, 0, 0]","Annual Report of Year Ending June 30, 1961"
trustees,"[0, 0, 0]","Annual Report of Year Ending June 30, 1961"
Proposed,"[6, 1, 0, 0, 2, 11, 11, 0, 3, 0, 5]","Annual Report of Year Ending June 30, 1961"
materials,"[0, 2, 0, 5, 16]","Annual Report of Year Ending June 30, 1961"
budget,[1],"Annual Report of Year Ending June 30, 1961"
officers,"[10, 0, 0, 0, 2, 0]","Annual Report of Year Ending June 30, 1961"
deciding,"[0, 5, 0, 0, 1, 6, 0, 1, 4, 0, 1]","Annual Report of Year Ending June 30, 1961"
cites,"[31, 0, 0, 0, 0, 9, 3, 0, 5, 2, 0, 0, 3, 0, 2, 0]","Annual Report of Year Ending June 30, 1961"
potent,"[0, 3, 0, 25, 10]","Annual Report of Year Ending June 30, 1961"
would,[],"Annual Report of Year Ending June 30, 1961"
attention,"[0, 21, 7, 1, 17]","Annual Report of Year Ending June 30, 1961"
institutions,"[1, 0, 2, 3, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 4, 0]","Annual Report of Year Ending June 30, 1961"
institution-wide,[],"Annual Report of Year Ending June 30, 1961"
product,"[0, 0, 0, 11, 1, 0, 8]","Annual Report of Year Ending June 30, 1961"
as,"[0, 0, 0, 0, 0, 69, 828, 0, 0, 0, 2793, 0, 0, 0, 0, 0, 147, 0, 4, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
serious,"[134, 8, 6, 4, 0, 0, 2, 0, 9]","Annual Report of Year Ending June 30, 1961"
exchange,"[1, 5, 0, 4, 0, 34, 10, 0, 0, 0, 14, 2, 6, 3]","Annual Report of Year Ending June 30, 1961"
they,[],"Annual Report of Year Ending June 30, 1961"
cents,"[0, 0, 28]","Annual Report of Year Ending June 30, 1961"
tends,"[0, 2, 43, 1, 1]","Annual Report of Year Ending June 30, 1961"
periodically,"[0, 0]","Annual Report of Year Ending June 30, 1961"
stimulate,"[4, 1, 0, 2, 0, 113, 1, 0, 0, 1, 0, 0, 123, 0, 3, 1, 492, 18]","Annual Report of Year Ending June 30, 1961"
aide,"[2, 0, 0, 1]","Annual Report of Year Ending June 30, 1961"
members,"[7, 1, 0, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
university,[7],"Annual Report of Year Ending June 30, 1961"
enthusiastically,"[0, 0]","Annual Report of Year Ending June 30, 1961"
measured,"[0, 6, 1, 0, 0, 0, 0, 1, 0, 4, 0, 17, 3, 1, 8, 1, 0]","Annual Report of Year Ending June 30, 1961"
When,[],"Annual Report of Year Ending June 30, 1961"
good,"[0, 25, 5, 82, 0, 24, 8, 0, 7, 0, 0, 0, 115, 8, 1, 134, 0, 7, 8, 0, 9, 23, 4, 1, 84, 0, 3, 2, 0, 0, 3, 0, 1, 2, 5, 0, 1]","Annual Report of Year Ending June 30, 1961"
views,"[8, 7, 4, 0, 11, 0, 0, 4, 1, 0, 10, 1, 0, 4, 12, 67, 17, 0, 12, 19, 3, 18, 1, 2, 102]","Annual Report of Year Ending June 30, 1961"
chairmen,"[14, 0, 4, 8, 0]","Annual Report of Year Ending June 30, 1961"
equipment,[27],"Annual Report of Year Ending June 30, 1961"
instead,"[23, 0, 0, 40]","Annual Report of Year Ending June 30, 1961"
appointment,"[7, 0, 3, 0, 0, 0, 0, 1]","Annual Report of Year Ending June 30, 1961"
How,[],"Annual Report of Year Ending June 30, 1961"
information,"[4, 0, 16, 0, 0]","Annual Report of Year Ending June 30, 1961"
at,"[35, 0, 0, 580]","Annual Report of Year Ending June 30, 1961"
reports,"[0, 3, 7, 0, 0, 8, 31, 6, 17, 0, 8, 13, 6, 24]","Annual Report of Year Ending June 30, 1961"
view,"[8, 7, 4, 0, 11, 0, 0, 4, 1, 0, 10, 1, 0, 4, 12, 67, 17, 0, 12, 19, 3, 18, 1, 2, 102]","Annual Report of Year Ending June 30, 1961"
decide,"[1, 6, 0, 4, 0, 1]","Annual Report of Year Ending June 30, 1961"
much,"[0, 47, 0, 0, 0, 111, 11, 6]","Annual Report of Year Ending June 30, 1961"
innovation,"[1, 2, 0, 2, 0, 0, 2, 0, 0, 1, 1, 4, 18]","Annual Report of Year Ending June 30, 1961"
One,"[0, 0, 0, 5, 24, 0, 0, 29, 0, 0, 786, 0, 3, 321, 0, 1, 0]","Annual Report of Year Ending June 30, 1961"
their,[],"Annual Report of Year Ending June 30, 1961"
if,[],"Annual Report of Year Ending June 30, 1961"
insist,"[0, 3, 0, 3]","Annual Report of Year Ending June 30, 1961"
projects,"[13, 6, 0, 15, 2, 22, 4, 6, 0, 1, 24, 4, 0, 1, 0, 0, 0, 0, 0, 0, 20, 7, 0, 0, 18, 102]","Annual Report of Year Ending June 30, 1961"
the,[],"Annual Report of Year Ending June 30, 1961"
planning,"[8, 0, 6, 4, 18, 15, 2, 0]","Annual Report of Year Ending June 30, 1961"
regenerates,"[0, 0, 0, 1, 0, 1, 2, 0]","Annual Report of Year Ending June 30, 1961"
highest,"[0, 2, 0, 0, 61, 0, 0]","Annual Report of Year Ending June 30, 1961"
There,"[0, 0, 0, 0, 276, 0]","Annual Report of Year Ending June 30, 1961"
deadlines,[0],"Annual Report of Year Ending June 30, 1961"
standing,"[3, 0, 6, 0, 0, 0, 0, 0, 0, 19, 8, 0, 5, 0, 13, 2, 0, 0]","Annual Report of Year Ending June 30, 1961"
which,[],"Annual Report of Year Ending June 30, 1961"
widest,"[0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 4, 24, 16, 0]","Annual Report of Year Ending June 30, 1961"
opportunity,"[7, 17]","Annual Report of Year Ending June 30, 1961"
vital,"[0, 5, 0, 4, 2]","Annual Report of Year Ending June 30, 1961"
building,"[0, 6, 113, 0, 0, 3, 0, 8, 0, 10, 9]","Annual Report of Year Ending June 30, 1961"
(,[],"Annual Report of Year Ending June 30, 1961"
pattern,"[8, 0, 0, 13, 6, 8, 24, 3, 8, 0, 0, 22, 0, 18, 39, 2]","Annual Report of Year Ending June 30, 1961"
pay,"[0, 19, 0, 6, 0, 51, 6, 5, 0, 0, 1, 3, 0, 5]","Annual Report of Year Ending June 30, 1961"
step,"[0, 12, 0, 0, 1, 1, 0, 5, 0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 8, 0]","Annual Report of Year Ending June 30, 1961"
persist,"[16, 2, 13, 0, 0, 0, 0, 43, 1, 0, 0]","Annual Report of Year Ending June 30, 1961"
advance,"[0, 3, 0, 0, 0, 0, 0, 16, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 10, 0, 0, 0, 11, 1, 0, 1, 0, 7, 0, 0, 2, 4, 5, 0, 0, 18]","Annual Report of Year Ending June 30, 1961"
insuring,"[1, 8, 5, 38, 3, 0, 0, 6, 2, 0, 2, 102]","Annual Report of Year Ending June 30, 1961"
criteria,"[10, 1, 8, 0]","Annual Report of Year Ending June 30, 1961"
fitness,"[0, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
allow,"[0, 3, 10, 10, 1, 0, 51, 0, 1, 12, 0, 0, 32, 16, 0, 6]","Annual Report of Year Ending June 30, 1961"
return,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 51, 5, 0, 0, 0, 1, 16, 1, 20, 0, 0, 6, 0, 0, 0, 0, 1, 0, 0, 0, 1, 12, 0, 2, 0, 80, 1, 0, 0]","Annual Report of Year Ending June 30, 1961"
neatly,[3],"Annual Report of Year Ending June 30, 1961"
are,"[0, 12, 1, 11, 722, 6, 0, 26, 0, 21, 479, 0, 6, 3]","Annual Report of Year Ending June 30, 1961"
afterwards,"[0, 33, 0, 3, 89, 0]","Annual Report of Year Ending June 30, 1961"
role,"[6, 12, 47, 16, 0, 66, 11, 0, 7]","Annual Report of Year Ending June 30, 1961"
It,"[0, 0]","Annual Report of Year Ending June 30, 1961"
substitutions,"[5, 0, 0, 0, 0, 3, 6]","Annual Report of Year Ending June 30, 1961"
division,"[0, 47, 3, 0, 0, 0, 12, 0, 0, 0, 0, 12]","Annual Report of Year Ending June 30, 1961"
Otherwise,"[5, 0, 3]","Annual Report of Year Ending June 30, 1961"
general,"[9, 0, 1, 0, 32, 0, 0, 0, 1]","Annual Report of Year Ending June 30, 1961"
interest,"[5, 1, 0, 33, 1, 0, 3, 2, 0, 2, 0, 8]","Annual Report of Year Ending June 30, 1961"
sense,"[0, 0, 37, 0, 6, 0, 1, 3, 0, 40, 0, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
second,"[13, 1, 24, 0, 0, 0, 1, 0, 5, 0, 40, 1, 162, 0, 0, 0, 0, 0, 0, 45, 0]","Annual Report of Year Ending June 30, 1961"
among,[],"Annual Report of Year Ending June 30, 1961"
over,"[22, 0, 1, 0, 6, 0, 163]","Annual Report of Year Ending June 30, 1961"
achieve,"[1, 1, 7, 11]","Annual Report of Year Ending June 30, 1961"
any,"[168, 0, 14]","Annual Report of Year Ending June 30, 1961"
before,"[14, 123, 0, 17]","Annual Report of Year Ending June 30, 1961"
universities,[7],"Annual Report of Year Ending June 30, 1961"
increased,"[16, 13]","Annual Report of Year Ending June 30, 1961"
helps,"[1, 0, 7, 19, 41, 1, 3, 3, 9, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
inevitably,"[6, 0, 1, 16, 1, 0, 0]","Annual Report of Year Ending June 30, 1961"
every,[49],"Annual Report of Year Ending June 30, 1961"
inform,[1],"Annual Report of Year Ending June 30, 1961"
off,"[7, 1, 1, 0, 102, 0, 0, 2, 0, 54, 40, 21, 9]","Annual Report of Year Ending June 30, 1961"
example,"[0, 35, 23, 2, 8, 10, 1, 0, 0, 1, 5, 0]","Annual Report of Year Ending June 30, 1961"
assume,"[0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 0, 0, 6, 0, 1, 7, 0, 80, 3]","Annual Report of Year Ending June 30, 1961"
help,"[1, 0, 7, 19, 41, 1, 3, 3, 9, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
:,[],"Annual Report of Year Ending June 30, 1961"
Faculty,"[1, 2, 0, 0]","Annual Report of Year Ending June 30, 1961"
institutional,[1],"Annual Report of Year Ending June 30, 1961"
naturally,"[0, 4, 0, 74]","Annual Report of Year Ending June 30, 1961"
credit,"[0, 0, 0, 0, 9, 5, 2, 0, 0, 4, 3, 0, 0]","Annual Report of Year Ending June 30, 1961"
readily,"[2, 0, 4]","Annual Report of Year Ending June 30, 1961"
more,"[7, 0, 0, 0, 271, 0]","Annual Report of Year Ending June 30, 1961"
salary,"[19, 5, 0, 1, 5]","Annual Report of Year Ending June 30, 1961"
He,"[2, 486, 0, 1039]","Annual Report of Year Ending June 30, 1961"
scales,"[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7]","Annual Report of Year Ending June 30, 1961"
frequently,"[3, 47, 0, 0, 1]","Annual Report of Year Ending June 30, 1961"
other,"[183, 41, 10]","Annual Report of Year Ending June 30, 1961"
affluent,"[1, 2, 0, 0, 1, 0, 1, 0]","Annual Report of Year Ending June 30, 1961"
minimizing,"[0, 0, 0, 0, 1, 0, 0]","Annual Report of Year Ending June 30, 1961"
governmental,[1],"Annual Report of Year Ending June 30, 1961"
program,"[0, 0, 2, 0, 0, 0, 2, 27, 0, 15, 0, 0]","Annual Report of Year Ending June 30, 1961"
above,"[0, 0, 0, 20, 0]","Annual Report of Year Ending June 30, 1961"
hiring,"[1, 5, 5, 1, 0, 1, 80]","Annual Report of Year Ending June 30, 1961"
rather,"[0, 23, 40, 0, 1, 28, 0, 3]","Annual Report of Year Ending June 30, 1961"
be,"[4, 12, 1, 0, 11, 722, 6, 0, 26, 0, 0, 21, 0, 6, 3, 0]","Annual Report of Year Ending June 30, 1961"
growth,"[13, 0, 0, 0, 13, 1, 1, 8, 23, 0]","Annual Report of Year Ending June 30, 1961"
influencing,"[12, 0, 0, 13, 1, 1, 2, 127, 3]","Annual Report of Year Ending June 30, 1961"
way,"[3, 0, 8, 27, 8, 0, 15, 6, 9, 123, 0, 31, 2]","Annual Report of Year Ending June 30, 1961"
interests,"[5, 1, 0, 33, 1, 0, 3, 2, 0, 2, 0, 8]","Annual Report of Year Ending June 30, 1961"
primary,"[7, 3, 0, 15, 0, 13, 0, 0, 12, 0, 0, 0, 9]","Annual Report of Year Ending June 30, 1961"
areas,"[34, 0, 28, 9, 1, 0, 1, 0, 1, 32]","Annual Report of Year Ending June 30, 1961"
assure,"[1, 1, 38, 3, 0, 0, 6, 0, 39, 5, 2, 9, 102]","Annual Report of Year Ending June 30, 1961"
depend,"[0, 5, 4, 7, 59, 0]","Annual Report of Year Ending June 30, 1961"
confidence,"[0, 3, 2, 1, 7, 1, 0]","Annual Report of Year Ending June 30, 1961"
business,"[0, 39, 3, 0, 0, 5, 31, 0, 5, 0, 0, 0, 0, 24, 0, 0]","Annual Report of Year Ending June 30, 1961"
attractions,"[1, 0, 0, 0, 0, 0, 0, 9, 0]","Annual Report of Year Ending June 30, 1961"
ideas,"[0, 50, 7, 3, 67, 0, 31, 1, 0]","Annual Report of Year Ending June 30, 1961"
few,[71],"Annual Report of Year Ending June 30, 1961"
Just,"[134, 211, 13, 11, 25, 7, 115, 4, 1, 15, 409, 4, 5, 1, 11, 0]","Annual Report of Year Ending June 30, 1961"
nevertheless,"[1, 47, 0, 3, 6, 103, 35, 0, 0]","Annual Report of Year Ending June 30, 1961"
its,"[0, 0]","Annual Report of Year Ending June 30, 1961"
differences,"[1, 3, 2, 0, 16, 0, 7, 2]","Annual Report of Year Ending June 30, 1961"
reasonable,"[1, 4, 15, 0, 3]","Annual Report of Year Ending June 30, 1961"
shadow,"[0, 0, 8, 3, 0, 0, 0, 0, 31, 1, 0, 0, 3, 3, 0, 1, 0]","Annual Report of Year Ending June 30, 1961"
self-employed,"[0, 0, 0]","Annual Report of Year Ending June 30, 1961"
curricular,[0],"Annual Report of Year Ending June 30, 1961"
president,"[0, 0, 0, 3, 0, 4, 8, 0, 0, 14]","Annual Report of Year Ending June 30, 1961"
influence,"[12, 0, 0, 13, 1, 1, 2, 127, 3]","Annual Report of Year Ending June 30, 1961"
More,"[7, 0, 0, 0, 271, 0]","Annual Report of Year Ending June 30, 1961"
determination,"[0, 7, 1, 11, 11]","Annual Report of Year Ending June 30, 1961"
features,"[0, 17, 4, 1, 0, 0, 0, 0, 492]","Annual Report of Year Ending June 30, 1961"
because,[],"Annual Report of Year Ending June 30, 1961"
choose,"[3, 0, 4, 3, 0, 80]","Annual Report of Year Ending June 30, 1961"
early,"[183, 0, 41, 0, 0, 0, 10]","Annual Report of Year Ending June 30, 1961"
throw,"[6, 0, 0, 17, 0, 0, 9, 0, 0, 0, 51, 1, 6, 0, 5, 1, 113, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 492, 6]","Annual Report of Year Ending June 30, 1961"
continuous,"[0, 1]","Annual Report of Year Ending June 30, 1961"
or,"[0, 0, 1, 1, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
replace,"[0, 5, 0, 4, 0, 0, 0, 0, 3]","Annual Report of Year Ending June 30, 1961"
job,"[39, 0, 0, 0, 31, 0, 0, 36, 0, 1, 7, 5, 24, 0]","Annual Report of Year Ending June 30, 1961"
govern,"[0, 1, 8, 0, 1, 34]","Annual Report of Year Ending June 30, 1961"
often,"[3, 47, 0, 0, 0, 1, 111]","Annual Report of Year Ending June 30, 1961"
basic,"[0, 0, 19, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
achievements,"[0, 2]","Annual Report of Year Ending June 30, 1961"
Before,"[14, 123, 0, 17]","Annual Report of Year Ending June 30, 1961"
three,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 56, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
employees,[0],"Annual Report of Year Ending June 30, 1961"
received,"[4, 13, 7, 49, 2, 0, 123, 3, 55, 0, 1, 10, 5, 492, 19]","Annual Report of Year Ending June 30, 1961"
lengthened,"[0, 3, 0, 4, 0]","Annual Report of Year Ending June 30, 1961"
attain,"[0, 0, 3, 0, 113, 1, 0, 1, 0, 1, 0, 0, 0, 5, 7, 21, 11]","Annual Report of Year Ending June 30, 1961"
maintenance,"[0, 0, 0, 21, 1, 0, 0, 2]","Annual Report of Year Ending June 30, 1961"
we,[],"Annual Report of Year Ending June 30, 1961"
five,"[0, 0, 0, 0, 0, 0, 35, 0, 1, 0, 0, 7, 0, 0, 18]","Annual Report of Year Ending June 30, 1961"
for,[],"Annual Report of Year Ending June 30, 1961"
compete,"[0, 3, 0]","Annual Report of Year Ending June 30, 1961"
demands,"[2, 3, 0, 5, 54, 80, 0, 22, 6, 14, 0]","Annual Report of Year Ending June 30, 1961"
?,[],"Annual Report of Year Ending June 30, 1961"
planned,"[0, 6, 18, 1, 0, 15, 3, 0]","Annual Report of Year Ending June 30, 1961"
see,"[13, 6, 1, 0, 8, 0, 11, 1, 0, 4, 22, 0, 0, 59, 0, 15, 0, 4, 10, 4, 0, 0, 8, 3, 0, 12, 2, 0, 17, 0, 0, 7, 0, 0, 17, 1, 3, 55, 0, 0, 0, 2, 7, 0, 20, 38, 0, 0, 0, 6, 4, 49, 5, 102, 19]","Annual Report of Year Ending June 30, 1961"
successful,[8],"Annual Report of Year Ending June 30, 1961"
diversities,"[0, 0, 10, 0]","Annual Report of Year Ending June 30, 1961"
sheets,"[0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 18, 12, 0, 5]","Annual Report of Year Ending June 30, 1961"
makes,"[1, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 1, 17, 0, 163, 51, 0, 0, 6, 0, 0, 127, 21, 4, 0, 9, 0, 39, 0, 31, 0, 0, 4, 113, 0, 1, 3, 0, 0, 1, 0, 0, 0, 0, 0, 18, 11, 9, 0, 0, 0, 26, 2, 0, 1, 1, 5, 0, 0, 123, 0, 9, 0, 0, 0, 80, 492, 16]","Annual Report of Year Ending June 30, 1961"
campus,[0],"Annual Report of Year Ending June 30, 1961"
Despite,"[0, 3, 6, 1]","Annual Report of Year Ending June 30, 1961"
stronger,"[0, 14, 0, 11, 11, 33, 3, 0, 3, 1, 0, 25, 0]","Annual Report of Year Ending June 30, 1961"
autonomy,"[0, 0, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
approval,"[2, 2, 0, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
preserve,"[1, 4, 0, 13, 0, 1, 0, 0, 35, 0, 0, 5]","Annual Report of Year Ending June 30, 1961"
quiet,"[0, 10, 0, 11, 2, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 1, 9, 0, 103, 0, 0, 0, 0, 1, 1, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
able,"[7, 29, 0]","Annual Report of Year Ending June 30, 1961"
better,"[0, 25, 0, 20, 5, 82, 57, 0, 5, 24, 0, 8, 0, 7, 0, 1, 0, 115, 0, 1, 8, 134, 36, 0, 4, 0, 13, 8, 0, 9, 23, 0, 1, 84, 0, 3, 8, 2, 0, 0, 0, 3, 0, 2, 5, 0, 0, 1]","Annual Report of Year Ending June 30, 1961"
he,"[2, 486, 0, 1039]","Annual Report of Year Ending June 30, 1961"
offer,"[4, 0, 0, 0, 1, 12, 1, 4, 2, 11, 90, 0, 0, 16, 0, 3, 0, 0]","Annual Report of Year Ending June 30, 1961"
open,"[12, 0, 7, 0, 0, 38, 0, 51, 0, 2, 0, 0, 0, 25, 0, 3, 10, 0, 26, 0, 0, 0, 0, 0, 11, 18, 4, 0]","Annual Report of Year Ending June 30, 1961"
objectives,"[0, 4, 0, 0, 5, 8, 3]","Annual Report of Year Ending June 30, 1961"
enterprise,"[0, 1, 0, 0, 0, 2]","Annual Report of Year Ending June 30, 1961"
done,"[32, 46, 163, 1, 3, 0, 0, 0, 0, 0, 22, 0, 9, 25, 113, 0, 6, 1, 5, 0, 0, 18, 125, 84, 3, 0, 6]","Annual Report of Year Ending June 30, 1961"
culturally,[1],"Annual Report of Year Ending June 30, 1961"
assignments,"[1, 0, 3, 1, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
itself,[],"Annual Report of Year Ending June 30, 1961"
decrease,"[0, 20, 0, 2, 0, 0, 8, 0, 0, 0, 1]","Annual Report of Year Ending June 30, 1961"
uneven,"[2, 0, 0, 6, 0]","Annual Report of Year Ending June 30, 1961"
consequences,"[5, 0, 27, 16, 0, 3, 27, 6, 8, 45]","Annual Report of Year Ending June 30, 1961"
appraise,"[1, 1, 17, 2, 8, 1, 0]","Annual Report of Year Ending June 30, 1961"
assistance,"[3, 7, 41, 1]","Annual Report of Year Ending June 30, 1961"
fill,"[0, 0, 0, 1, 1, 0, 19, 1, 1, 7, 80, 0, 0]","Annual Report of Year Ending June 30, 1961"
Declinations,"[0, 0, 0, 20, 0, 0, 0, 0, 4, 3]","Annual Report of Year Ending June 30, 1961"
delegated,"[1, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
personally,"[3, 0]","Annual Report of Year Ending June 30, 1961"
preparation,"[0, 8, 0, 0, 4, 0, 0, 0, 9, 2, 0, 4, 4]","Annual Report of Year Ending June 30, 1961"
Deans,"[0, 0, 2, 2, 0]","Annual Report of Year Ending June 30, 1961"
is,"[12, 1, 11, 722, 6, 0, 26, 0, 21, 0, 6, 3]","Annual Report of Year Ending June 30, 1961"
avenues,"[1, 0]","Annual Report of Year Ending June 30, 1961"
oppose,"[10, 0, 0, 3, 0, 3, 0, 4, 0, 0, 2, 0]","Annual Report of Year Ending June 30, 1961"
jobs,"[39, 0, 0, 0, 31, 0, 0, 36, 0, 1, 7, 5, 24, 0]","Annual Report of Year Ending June 30, 1961"
significant,"[2, 1, 32, 14, 21]","Annual Report of Year Ending June 30, 1961"
oratorical,[1],"Annual Report of Year Ending June 30, 1961"
systematic,"[0, 0, 1]","Annual Report of Year Ending June 30, 1961"
rapid,"[0, 4]","Annual Report of Year Ending June 30, 1961"
At,"[35, 0, 0, 580]","Annual Report of Year Ending June 30, 1961"
only,"[3, 211, 13, 25, 1, 3, 0, 409, 4, 115, 17, 11, 3, 0, 0]","Annual Report of Year Ending June 30, 1961"
Here,"[96, 12, 0, 0]","Annual Report of Year Ending June 30, 1961"
towards,[],"Annual Report of Year Ending June 30, 1961"
Or,"[0, 0, 1, 1, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
themselves,[],"Annual Report of Year Ending June 30, 1961"
national,"[0, 4, 25, 8, 54]","Annual Report of Year Ending June 30, 1961"
groups,"[30, 0, 1, 0, 0, 0]","Annual Report of Year Ending June 30, 1961"
hopes,"[22, 0, 0, 0, 16, 0, 7, 9, 3, 0, 0]","Annual Report of Year Ending June 30, 1961"
department,"[12, 4]","Annual Report of Year Ending June 30, 1961"
provide,"[1, 0, 0, 12, 3, 11, 32, 0, 16, 1, 0, 0]","Annual Report of Year Ending June 30, 1961"
some,"[2, 0, 0, 0, 237, 6, 0, 85, 182]","Annual Report of Year Ending June 30, 1961"
dean,"[0, 0, 2, 2, 0]","Annual Report of Year Ending June 30, 1961"
