w,vector_uso
too,"[1, 0, 0, 0, 3, 2, 118, 121]",The Planet with No Nightmare
explanations,"[13, 6]",The Planet with No Nightmare
scanned,"[0, 1, 0, 0, 21, 0]",The Planet with No Nightmare
species,"[3, 0, 0, 0, 0]",The Planet with No Nightmare
There,"[0, 0, 0, 0, 0, 276]",The Planet with No Nightmare
soundly,"[1, 7, 134]",The Planet with No Nightmare
decaying,"[0, 0, 0, 0, 0]",The Planet with No Nightmare
Gone,"[6, 123, 6, 0, 8, 6, 11, 0, 0, 19, 5, 0, 0, 4, 0, 25, 0, 0, 0, 0, 0, 0, 0, 43, 1, 0, 0, 25, 12, 0, 0, 0, 0, 0, 0, 13, 0, 17, 0, 0, 0, 90, 0, 83, 0, 0, 0, 0, 33, 0, 8, 19, 3, 127, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 20, 26, 0, 1]",The Planet with No Nightmare
cracking,"[0, 3, 0, 0, 0, 3, 2, 0, 2, 61, 0, 4, 6, 0, 0, 0, 0, 0, 3, 2, 1, 0, 13, 0, 0]",The Planet with No Nightmare
longer,"[0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 109]",The Planet with No Nightmare
blown,"[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",The Planet with No Nightmare
somebody,"[7, 28, 14, 4, 4, 19]",The Planet with No Nightmare
flipped,"[0, 0, 3, 1, 0, 1, 3, 0, 2, 6, 16, 0, 1, 0, 0, 6, 0, 1, 0]",The Planet with No Nightmare
beast,"[1, 1, 0, 7, 1, 1, 0, 2, 1]",The Planet with No Nightmare
big,"[0, 8, 19, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 7, 18, 0, 0, 61, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30, 0, 53]",The Planet with No Nightmare
long,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109]",The Planet with No Nightmare
whipping,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]",The Planet with No Nightmare
ExPe,[],The Planet with No Nightmare
black,"[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 0, 21, 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 13, 2, 0, 0, 5, 0, 0, 2, 0, 2, 0, 0, 0, 2, 0]",The Planet with No Nightmare
there's,[],The Planet with No Nightmare
lug,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 15, 5]",The Planet with No Nightmare
comfort,"[0, 3, 12, 0, 1, 0, 0, 0, 0, 0]",The Planet with No Nightmare
pattern,"[3, 0, 18, 39, 8, 22, 0, 0, 8, 8, 13, 0, 0, 24, 2, 6]",The Planet with No Nightmare
make,"[0, 123, 8, 51, 0, 113, 11, 163, 0, 4, 0, 1, 0, 9, 0, 1, 31, 4, 21, 0, 0, 0, 0, 16, 1, 0, 0, 2, 1, 0, 0, 5, 0, 1, 0, 0, 0, 0, 26, 17, 0, 0, 0, 80, 0, 3, 0, 0, 0, 0, 0, 0, 127, 21, 0, 0, 0, 6, 18, 39, 9, 0, 0, 0, 9, 0, 1, 0, 0, 492]",The Planet with No Nightmare
until,[],The Planet with No Nightmare
full,"[22, 0, 134, 0, 0, 3, 0, 0, 0, 24, 14, 0, 16, 8]",The Planet with No Nightmare
its,"[0, 0]",The Planet with No Nightmare
some,"[237, 0, 0, 85, 0, 0, 182, 6, 2]",The Planet with No Nightmare
don't,[],The Planet with No Nightmare
as,"[0, 0, 2793, 0, 0, 69, 828, 0, 0, 0, 0, 0, 0, 0, 147, 4, 0, 0, 0, 0, 0, 0]",The Planet with No Nightmare
chills,"[1, 0, 0, 0, 0, 0, 4, 4, 3, 0, 0, 0, 0]",The Planet with No Nightmare
cleared,"[0, 0, 8, 0, 0, 0, 113, 0, 0, 0, 2, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 29, 0, 5, 0, 0, 26, 3, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1]",The Planet with No Nightmare
laying,"[72, 1, 29, 1, 46, 0, 0, 19, 0, 51]",The Planet with No Nightmare
never,"[96, 0]",The Planet with No Nightmare
cluster,"[0, 0, 4, 0, 0, 0, 1, 3]",The Planet with No Nightmare
three,"[0, 0, 0, 0, 0, 0, 15, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Planet with No Nightmare
actually,"[40, 11, 0]",The Planet with No Nightmare
Exploration,"[0, 2]",The Planet with No Nightmare
beasts,"[1, 1, 0, 7, 1, 1, 0, 2, 1]",The Planet with No Nightmare
Ekstrohm,[],The Planet with No Nightmare
outweigh,"[0, 1, 0, 0]",The Planet with No Nightmare
ring,"[1, 0, 0, 0, 25, 11, 1, 8, 0, 0, 0, 12, 1, 2, 0, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",The Planet with No Nightmare
riding,"[0, 0, 0, 0, 10, 0, 22, 0, 0, 11, 0, 0, 4, 1, 0, 8, 1, 0, 0, 0, 0, 0, 0, 0, 9, 2]",The Planet with No Nightmare
hot,"[0, 12, 0, 26, 1, 0]",The Planet with No Nightmare
bubble,"[1, 0, 1, 3, 4, 0, 0, 0, 0, 0]",The Planet with No Nightmare
mis-reading,[],The Planet with No Nightmare
picture,"[0, 0, 1, 44, 0, 0, 1, 0, 0, 0, 0, 3, 13, 0, 0, 1, 0, 0, 6, 3, 13, 2, 4, 0, 0, 0, 20, 1, 0, 2, 102, 0, 0, 22, 1, 0, 12, 0]",The Planet with No Nightmare
Insomnia,[2],The Planet with No Nightmare
been,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 1]",The Planet with No Nightmare
hundred,"[0, 0, 0, 1, 23, 11, 13]",The Planet with No Nightmare
damned,"[2, 5, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 3, 1, 0, 0, 1, 0, 0, 2]",The Planet with No Nightmare
trying,"[7, 4, 3, 2, 7, 8, 0, 0, 0, 0, 9, 22, 0, 1, 0, 18, 15, 29, 1, 0, 1, 12]",The Planet with No Nightmare
thought,"[0, 14, 10, 0, 0, 12, 0, 4, 1, 0, 0, 0, 0, 2, 0, 15, 0, 12, 65, 67, 0, 1, 17, 31, 31, 5, 37, 0, 0, 15]",The Planet with No Nightmare
likely,"[0, 6, 7, 0, 27, 0, 13]",The Planet with No Nightmare
snapping,"[3, 3, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 5]",The Planet with No Nightmare
Look,"[37, 6, 59, 0, 26, 8, 2, 7, 10, 6, 23, 15, 41, 4, 0, 0, 0, 4, 7, 5, 14, 23, 0, 0, 102, 0, 14, 62, 3]",The Planet with No Nightmare
by,"[40, 7, 39, 497]",The Planet with No Nightmare
sex,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 37]",The Planet with No Nightmare
equal,"[12, 0, 0, 0, 722, 11, 2, 0, 0, 3, 9]",The Planet with No Nightmare
good,"[3, 2, 0, 0, 8, 0, 9, 0, 24, 7, 5, 0, 0, 25, 0, 0, 0, 1, 3, 0, 8, 1, 23, 1, 84, 0, 1, 0, 134, 4, 82, 5, 115, 7, 0, 2, 8]",The Planet with No Nightmare
mind,"[0, 4, 14, 0, 0, 50, 0, 0, 0, 0, 5, 31, 1, 0, 73, 0]",The Planet with No Nightmare
excited,"[8, 0, 0, 4, 21, 8, 2, 4, 0, 0, 0, 0, 0, 0, 0, 1, 37, 0, 0, 7, 0, 0, 1, 0, 1]",The Planet with No Nightmare
celebrated,"[1, 1, 35, 0, 0, 9, 2, 0, 0, 0, 0, 4, 1, 0, 0, 4]",The Planet with No Nightmare
and,[],The Planet with No Nightmare
experience,"[37, 102, 123, 7, 0, 26, 129, 49, 492]",The Planet with No Nightmare
lapel,[1],The Planet with No Nightmare
snow,"[0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 1, 0, 0, 13, 0]",The Planet with No Nightmare
matches,"[3, 0, 0, 0, 2, 0, 2, 11, 4, 11, 0, 2, 0, 19, 0, 6, 0, 0, 1, 0, 2, 0, 8, 12, 0, 0, 3, 14, 1]",The Planet with No Nightmare
your,[],The Planet with No Nightmare
control,"[0, 0, 1, 2, 0, 4, 0, 5, 0, 4, 38, 0, 6, 0, 0, 17, 0, 9, 1, 3, 102, 3, 0, 0, 0, 1, 0, 4]",The Planet with No Nightmare
low,"[20, 0, 0, 4, 0, 0, 0, 169, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 10, 67, 13, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 146, 0, 0, 4]",The Planet with No Nightmare
asleep,"[0, 8, 0, 0, 0, 25, 4, 0]",The Planet with No Nightmare
give,"[51, 113, 11, 3, 0, 0, 0, 0, 1, 0, 0, 2, 0, 32, 12, 38, 0, 3, 6, 4, 19, 17, 0, 19, 13, 6, 3, 0, 10, 50, 6, 1, 1, 1, 7, 0, 1, 13, 0, 36, 0, 6, 492]",The Planet with No Nightmare
mapping,"[6, 0, 1, 1, 6, 0, 0, 0]",The Planet with No Nightmare
Well,"[0, 134, 0, 82, 2, 20, 4, 1, 0, 5, 1]",The Planet with No Nightmare
breathe,"[0, 0, 0, 16, 0, 0, 2, 0, 0]",The Planet with No Nightmare
meantime,"[1, 0, 0, 1, 2]",The Planet with No Nightmare
warm-blooded,[1],The Planet with No Nightmare
threw,"[0, 51, 113, 0, 0, 0, 1, 0, 0, 1, 0, 0, 6, 6, 9, 0, 17, 492, 0, 6, 0, 1, 0, 0, 0, 0, 4]",The Planet with No Nightmare
way,"[15, 0, 0, 31, 8, 9, 6, 27, 8, 0, 3, 2, 123]",The Planet with No Nightmare
stupid,"[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]",The Planet with No Nightmare
floor,"[0, 23, 0, 0, 31, 14, 7, 0, 0, 0, 0, 3, 0, 0, 4]",The Planet with No Nightmare
concentrate,"[5, 2, 0, 0, 0, 0, 0, 6, 0, 23, 5, 0, 0, 0, 0]",The Planet with No Nightmare
These,[],The Planet with No Nightmare
answered,"[1, 1, 163, 1, 3, 25, 9]",The Planet with No Nightmare
glance,"[0, 3, 0, 0, 0]",The Planet with No Nightmare
feeling,"[37, 6, 6, 59, 0, 55, 11, 0, 2, 6, 23, 3, 0, 4, 40, 0, 0, 8, 0, 14, 49, 6]",The Planet with No Nightmare
kind,"[39, 57, 2, 18, 10, 0]",The Planet with No Nightmare
we'd,[],The Planet with No Nightmare
sprawled,"[0, 0]",The Planet with No Nightmare
try,"[7, 4, 3, 2, 7, 8, 0, 0, 0, 9, 22, 0, 10, 1, 0, 18, 0, 15, 1, 1, 12]",The Planet with No Nightmare
Radiation,"[2, 0, 0, 0, 0, 0, 0, 0]",The Planet with No Nightmare
write,"[0, 1, 4, 3, 0, 0, 14, 1]",The Planet with No Nightmare
his,[],The Planet with No Nightmare
needed,"[28, 54, 0, 0, 0, 51, 80, 0, 22, 6, 5, 14, 0, 9]",The Planet with No Nightmare
talking,"[14, 14, 14, 0, 1, 2, 0, 0, 0, 26, 0, 0, 0, 0, 4, 0, 0, 0]",The Planet with No Nightmare
What,[],The Planet with No Nightmare
ladder,"[0, 43, 2]",The Planet with No Nightmare
from,[],The Planet with No Nightmare
joke,"[10, 0, 0, 0, 0, 0, 6, 0, 0, 5, 0]",The Planet with No Nightmare
twentieth,"[1, 1]",The Planet with No Nightmare
keen,"[0, 14, 0, 0, 0, 0, 0, 0, 2, 61, 0, 4, 0, 1, 0, 0, 0, 3, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1]",The Planet with No Nightmare
R's,[],The Planet with No Nightmare
belt,"[0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 7, 1]",The Planet with No Nightmare
best,"[3, 2, 0, 0, 8, 20, 4, 0, 9, 0, 24, 5, 0, 0, 25, 0, 57, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 8, 1, 23, 1, 36, 84, 0, 0, 134, 0, 82, 5, 115, 0, 7, 0, 0, 5, 2, 8, 1]",The Planet with No Nightmare
critters,[1],The Planet with No Nightmare
country,"[32, 28, 11, 0, 0, 32, 0, 49, 0]",The Planet with No Nightmare
patsy,"[0, 1, 1, 0, 5, 10, 0, 0, 0]",The Planet with No Nightmare
sounds,"[30, 0, 90, 0, 1, 0, 11, 0, 0, 0, 25]",The Planet with No Nightmare
out,"[0, 0, 2, 309, 0, 4, 0, 0, 40, 0, 0, 0, 0, 1, 0]",The Planet with No Nightmare
angry,"[0, 0, 7, 1, 10]",The Planet with No Nightmare
is,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 1]",The Planet with No Nightmare
others,[],The Planet with No Nightmare
You've,[],The Planet with No Nightmare
who,"[0, 0]",The Planet with No Nightmare
color,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]",The Planet with No Nightmare
repercussions,"[3, 0, 0, 0, 0]",The Planet with No Nightmare
questions,"[0, 3, 2, 0, 6, 0, 33, 11, 0, 0, 0, 0, 14, 0, 0, 73, 0]",The Planet with No Nightmare
things,"[29, 53, 0, 50]",The Planet with No Nightmare
negative,"[0, 6, 1, 0, 0, 1, 0, 0]",The Planet with No Nightmare
weighty,"[0, 0, 2, 9, 0, 18, 0, 8, 0]",The Planet with No Nightmare
His,[],The Planet with No Nightmare
On,"[37, 839]",The Planet with No Nightmare
How,[],The Planet with No Nightmare
jump,"[0, 0, 4, 0, 2, 0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 10, 3, 0, 0, 19, 19, 0, 0, 0, 1]",The Planet with No Nightmare
history,"[40, 13, 0, 31]",The Planet with No Nightmare
it's,[],The Planet with No Nightmare
hide,"[0, 20, 1, 0, 0, 0, 8, 0, 1, 2, 6, 0, 7]",The Planet with No Nightmare
night,"[31, 1, 0, 0, 51]",The Planet with No Nightmare
virtually,"[237, 0, 66, 0, 18, 104, 23, 3]",The Planet with No Nightmare
huge,"[7, 2, 0, 0]",The Planet with No Nightmare
sight,"[0, 0, 12, 0, 18, 0, 1, 0, 0, 0, 2, 2, 0, 12, 0, 0, 20, 0, 0, 12, 4, 0, 2, 1, 2, 3, 1, 17, 0, 0, 0, 0, 4, 0]",The Planet with No Nightmare
creepy,"[1, 0]",The Planet with No Nightmare
approach,"[0, 0, 6, 0, 0, 0, 0, 11, 26, 0, 0, 0, 0, 0, 23, 0, 0, 9, 0, 0, 3, 0]",The Planet with No Nightmare
defenses,"[6, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Planet with No Nightmare
gritty-eyed,[],The Planet with No Nightmare
turtle,"[0, 2, 0, 1, 0]",The Planet with No Nightmare
System,"[8, 1, 23, 0, 4, 0]",The Planet with No Nightmare
feet,"[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1]",The Planet with No Nightmare
comfortable,"[0, 0, 0, 0, 0, 1, 16, 5, 1]",The Planet with No Nightmare
reports,"[8, 31, 6, 13, 0, 7, 17, 8, 24, 3, 0, 0, 6, 0]",The Planet with No Nightmare
years,"[0, 0, 0, 36, 61, 0, 33, 0, 12, 0, 133]",The Planet with No Nightmare
anybody,[],The Planet with No Nightmare
sudden,[10],The Planet with No Nightmare
we've,[],The Planet with No Nightmare
our,[],The Planet with No Nightmare
proof,"[0, 0, 0, 0, 0, 0, 8]",The Planet with No Nightmare
being,"[12, 3, 1, 6, 21, 0, 11, 722, 6, 0, 0, 20, 26, 2, 100, 0]",The Planet with No Nightmare
if,[],The Planet with No Nightmare
Yancey-6,[],The Planet with No Nightmare
hand,"[50, 51, 0, 20, 1, 11, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0]",The Planet with No Nightmare
only,"[211, 13, 4, 11, 25, 0, 1, 3, 115, 3, 17, 0, 3, 0, 409]",The Planet with No Nightmare
Earth,"[32, 0, 21, 11, 0, 0, 0, 16, 0, 96, 1]",The Planet with No Nightmare
need,"[54, 0, 0, 0, 5, 0, 80, 8, 0, 6, 22, 51, 0, 14, 0, 6]",The Planet with No Nightmare
Nothing,"[0, 0, 38, 0, 0, 0, 1, 13, 0, 0, 0, 0, 0, 3]",The Planet with No Nightmare
an,"[0, 0]",The Planet with No Nightmare
around,"[237, 0, 3, 0, 85, 0, 0, 6, 2, 182]",The Planet with No Nightmare
surface,"[0, 0, 10, 0, 4, 0, 0, 0, 18, 0, 38, 0, 0, 0]",The Planet with No Nightmare
local,"[0, 20, 0, 0, 0]",The Planet with No Nightmare
Way,"[15, 0, 0, 31, 8, 9, 6, 27, 8, 0, 3, 2, 123]",The Planet with No Nightmare
sometimes,[18],The Planet with No Nightmare
have,"[123, 51, 113, 3, 4, 4, 0, 0, 1, 0, 1, 0, 2, 51, 17, 7, 80, 6, 0, 0, 6, 111, 6, 18, 0, 2, 49, 0, 492]",The Planet with No Nightmare
continent,"[2, 5, 0]",The Planet with No Nightmare
surveyor,[2],The Planet with No Nightmare
wind,"[0, 0, 1, 12, 0, 2, 0, 0, 8, 0, 7, 1, 0, 0, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 9, 0, 0, 2, 0, 0, 0, 0, 20, 0]",The Planet with No Nightmare
sleepily,[2],The Planet with No Nightmare
stage,"[0, 14, 6, 22, 0, 4, 0, 37, 7, 11, 36]",The Planet with No Nightmare
example,"[0, 0, 0, 2, 10, 0, 5, 8, 1, 1, 23, 35]",The Planet with No Nightmare
possibility,"[0, 11, 4, 10, 9, 0]",The Planet with No Nightmare
could,[],The Planet with No Nightmare
quarters,"[0, 0, 0, 3, 1, 0, 9, 0, 5, 0, 0, 0, 3, 7, 0, 0, 5]",The Planet with No Nightmare
Ryan,[],The Planet with No Nightmare
banging,"[1, 0, 0, 0, 3, 0, 0, 1, 0, 8, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 49, 0, 0, 129, 0, 0]",The Planet with No Nightmare
exploration,"[0, 2]",The Planet with No Nightmare
be,"[12, 0, 3, 6, 21, 0, 11, 0, 722, 6, 0, 0, 0, 26, 4, 1]",The Planet with No Nightmare
infection,"[0, 1, 2]",The Planet with No Nightmare
clearer,"[2, 0, 26, 0, 18, 0, 0, 0, 0, 0, 47, 38, 0, 0, 0, 0, 0]",The Planet with No Nightmare
but,"[211, 25, 11, 115, 409]",The Planet with No Nightmare
Of,[],The Planet with No Nightmare
can't,[],The Planet with No Nightmare
something,[],The Planet with No Nightmare
lines,"[39, 0, 0, 0, 0, 0, 0, 9, 0, 3, 0, 1, 0, 0, 0, 1, 0, 3, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 24, 1, 36, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 2, 0, 26, 7, 1, 0, 0, 6, 0, 74, 0, 7, 2, 0, 0, 0, 0, 0, 9, 0, 5]",The Planet with No Nightmare
Occasionally,"[1, 0, 0, 0, 0, 0, 0]",The Planet with No Nightmare
supported,"[0, 0, 0, 3, 0, 0, 0, 0, 1, 3, 5, 2, 0, 0, 17, 5, 0, 19, 0, 0, 0, 0, 6, 0, 0, 13, 2, 2, 0, 0, 0, 0, 1, 0, 162]",The Planet with No Nightmare
invariably,"[4, 46, 3]",The Planet with No Nightmare
Others,[],The Planet with No Nightmare
Listen,"[0, 0, 50, 5, 15]",The Planet with No Nightmare
stored,"[0, 0, 0, 8, 0, 0, 0]",The Planet with No Nightmare
last,"[0, 69, 5, 0, 0, 27, 2, 0, 2, 51, 0, 18, 0, 0, 0, 90, 83, 0, 0, 3, 0, 0, 7, 0, 21, 0, 0, 26, 2]",The Planet with No Nightmare
reading,"[0, 44, 7, 19, 0, 2, 1, 1, 24, 10, 0, 4, 22, 80, 0, 21, 70, 17, 0, 4, 0]",The Planet with No Nightmare
light,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 0, 1, 0, 2, 0, 0, 18, 0, 0, 1, 0, 3, 0, 3, 0, 28, 2, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 47, 0, 0, 1, 0, 0, 16, 8, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Planet with No Nightmare
solid,"[1, 28, 25, 1, 0, 0, 11, 0, 0, 1, 14, 2, 8, 0]",The Planet with No Nightmare
library,"[0, 0, 3, 0]",The Planet with No Nightmare
master,"[0, 15, 1, 0, 0, 0, 0, 0, 0, 12, 10, 0, 1, 0, 0, 5, 0, 0, 0, 7, 0, 0, 9, 12, 14, 13, 38, 3]",The Planet with No Nightmare
Dissect,"[0, 0, 0, 0, 0]",The Planet with No Nightmare
easy,"[5, 20, 4, 0, 0, 1, 0, 6, 1, 5, 0, 3, 0, 47, 0, 16, 0, 0, 0, 0, 21]",The Planet with No Nightmare
stood,"[0, 0, 0, 13, 0, 0, 2, 5, 0, 0, 0, 19, 3, 0, 0, 0, 6]",The Planet with No Nightmare
wispy,"[1, 0, 3, 0, 1, 2]",The Planet with No Nightmare
seemed,"[3, 26, 59]",The Planet with No Nightmare
shall,[],The Planet with No Nightmare
impulse,"[4, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0]",The Planet with No Nightmare
himself,[],The Planet with No Nightmare
knock,"[1, 6, 2, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 7, 1]",The Planet with No Nightmare
eyes,"[0, 70, 0, 0, 23, 11, 0, 20, 15]",The Planet with No Nightmare
And,[],The Planet with No Nightmare
swung,"[9, 0, 0, 0, 0, 0, 4, 1]",The Planet with No Nightmare
pounds,"[3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",The Planet with No Nightmare
reason,"[0, 0, 2, 21, 18, 4, 30, 1, 5, 9, 0]",The Planet with No Nightmare
field,"[5, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 1, 0, 0, 0, 0, 25, 0, 1, 1, 0, 0, 32, 0, 1, 0, 34, 7]",The Planet with No Nightmare
didn't,[],The Planet with No Nightmare
needles,"[1, 0, 0, 6]",The Planet with No Nightmare
moss,[1],The Planet with No Nightmare
even,"[0, 14, 1, 103, 47, 0, 10, 0, 8, 115, 1, 14]",The Planet with No Nightmare
threatening,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 3, 2, 18, 0, 1, 3, 0]",The Planet with No Nightmare
now,"[129, 0, 12, 12, 0, 0, 1, 0, 3, 2, 0, 28, 0]",The Planet with No Nightmare
