w,vector_uso
as,"[0, 0, 2793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 828, 4, 147, 0, 0, 0, 0, 0, 0]",Radio Emission of the Moon and Planet
lengths,"[9, 0, 16]",Radio Emission of the Moon and Planet
figure,"[0, 0, 1, 13, 0, 0, 31, 0, 6, 0, 0, 4, 0, 0, 1, 42, 0, 0, 13, 0, 0, 102, 0, 1, 22, 0, 0, 20, 0, 0, 18, 12, 39, 8, 5, 0, 6, 0, 3, 9, 1]",Radio Emission of the Moon and Planet
moon,"[0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0]",Radio Emission of the Moon and Planet
planet,"[8, 0, 0]",Radio Emission of the Moon and Planet
results,"[6, 5, 8, 16, 10, 0, 0, 27, 32, 25, 8, 27, 1, 0, 6, 20, 0, 0]",Radio Emission of the Moon and Planet
Other,"[41, 10, 183]",Radio Emission of the Moon and Planet
times,"[29, 0, 1, 1, 0, 0, 0, 3, 0, 0, 188]",Radio Emission of the Moon and Planet
depth,"[3, 0, 0, 0, 1]",Radio Emission of the Moon and Planet
9',[],Radio Emission of the Moon and Planet
bright,"[4, 0, 4, 6, 1, 0, 2, 2, 3, 0, 0, 0, 2]",Radio Emission of the Moon and Planet
indicate,"[37, 2, 7, 4, 1, 0, 44, 5, 0]",Radio Emission of the Moon and Planet
sun,"[0, 0, 1, 0, 10, 0, 0, 12, 0, 1, 1]",Radio Emission of the Moon and Planet
resultant,"[1, 0, 5, 0, 0, 0, 27, 0, 1, 1, 6, 2, 0, 0]",Radio Emission of the Moon and Planet
Q,"[0, 0]",Radio Emission of the Moon and Planet
84-foot,[],Radio Emission of the Moon and Planet
same,"[0, 0, 0, 0, 0, 3, 88, 176]",Radio Emission of the Moon and Planet
measure,"[1, 4, 0, 0, 12, 0, 0, 12, 0, 0, 10, 1, 0, 1, 1, 23, 0, 0, 12, 0, 4, 17, 0, 1, 8, 0]",Radio Emission of the Moon and Planet
length,"[9, 0, 16]",Radio Emission of the Moon and Planet
Salomonovich,[],Radio Emission of the Moon and Planet
and,[],Radio Emission of the Moon and Planet
Recent,"[0, 15, 1, 0, 0, 30]",Radio Emission of the Moon and Planet
level,"[0, 14, 0, 23, 115, 8, 8, 22, 0, 1, 0, 1, 0, 0, 11, 10, 0, 0, 31, 37, 0, 0, 0, 12, 0, 0, 0, 18]",Radio Emission of the Moon and Planet
probable,"[7, 13]",Radio Emission of the Moon and Planet
becoming,"[33, 0, 90, 0, 7, 37, 0, 0, 4, 7, 123]",Radio Emission of the Moon and Planet
600-degrees,[],Radio Emission of the Moon and Planet
Roberts,"[0, 6, 0, 0, 0, 0, 0, 1, 0]",Radio Emission of the Moon and Planet
Imbrium,[],Radio Emission of the Moon and Planet
1956,[],Radio Emission of the Moon and Planet
Of,[],Radio Emission of the Moon and Planet
central,"[14, 5, 6, 0, 6, 0, 0]",Radio Emission of the Moon and Planet
Moon,"[0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0]",Radio Emission of the Moon and Planet
twice,"[13, 0, 5]",Radio Emission of the Moon and Planet
shown,"[0, 21, 3, 0, 3, 7, 36, 1, 1, 1, 0, 20, 1, 0, 44, 37, 15, 7, 0, 0, 1, 19, 6, 8]",Radio Emission of the Moon and Planet
subsurface,[0],Radio Emission of the Moon and Planet
observers,"[0, 0, 0, 3, 0]",Radio Emission of the Moon and Planet
described,"[2, 6, 6, 3, 24, 0, 14, 0, 9, 13, 4, 3, 31, 8, 0]",Radio Emission of the Moon and Planet
fashion,"[8, 123, 6, 3, 0, 15]",Radio Emission of the Moon and Planet
observing,"[0, 12, 3, 3, 55, 35, 4, 0, 8, 0, 0, 0, 5, 9, 0, 13, 11, 0, 9, 1, 1, 0]",Radio Emission of the Moon and Planet
constant-temperature,[],Radio Emission of the Moon and Planet
half-intensity,[0],Radio Emission of the Moon and Planet
used,"[0, 0, 0, 0, 7, 1, 66, 6, 0, 0, 1, 43, 0, 0, 1]",Radio Emission of the Moon and Planet
degrees,"[37, 0, 12, 14, 0, 22, 11]",Radio Emission of the Moon and Planet
The,[],Radio Emission of the Moon and Planet
3-cm,[],Radio Emission of the Moon and Planet
reflectors,"[1, 0]",Radio Emission of the Moon and Planet
consistent,"[0, 1, 6, 2, 5, 3]",Radio Emission of the Moon and Planet
significant,"[2, 1, 32, 14, 21]",Radio Emission of the Moon and Planet
visible,"[3, 0]",Radio Emission of the Moon and Planet
surround,"[0, 1, 14, 1, 0, 0, 12, 0, 12, 2, 0, 0, 0, 0, 0, 1, 0]",Radio Emission of the Moon and Planet
up,"[3, 0, 0, 0, 4, 307]",Radio Emission of the Moon and Planet
limits,"[0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 5, 46, 7]",Radio Emission of the Moon and Planet
additional,"[13, 6]",Radio Emission of the Moon and Planet
local,"[0, 0, 0, 20, 0]",Radio Emission of the Moon and Planet
might,"[0, 58, 81]",Radio Emission of the Moon and Planet
10,"[1, 18, 20, 0, 3, 0]",Radio Emission of the Moon and Planet
comprehensive,"[0, 0, 4]",Radio Emission of the Moon and Planet
probe,"[3, 0, 2, 1, 0]",Radio Emission of the Moon and Planet
When,[],Radio Emission of the Moon and Planet
pointing,"[14, 73, 0, 0, 0, 8, 0, 0, 0, 3, 2, 1, 44, 0, 16, 72, 5, 0, 4, 37, 0, 7, 0, 0, 0, 0]",Radio Emission of the Moon and Planet
greater,"[61, 0, 2, 0, 0, 0, 5, 0, 4, 18, 0, 0, 53, 0, 2, 1, 0, 0, 0, 30, 0, 3, 21, 3, 0, 0]",Radio Emission of the Moon and Planet
intensity,"[11, 0, 0, 0, 6, 0, 0, 7, 0]",Radio Emission of the Moon and Planet
1959,[],Radio Emission of the Moon and Planet
4.3,[],Radio Emission of the Moon and Planet
shape,"[0, 0, 0, 1, 13, 0, 127, 0, 17, 1, 0, 0, 1, 1, 22, 0, 12, 0, 0, 3, 39, 0, 8, 5, 4, 0, 6, 0, 3, 9]",Radio Emission of the Moon and Planet
Radhakrishnan,"[0, 0, 0]",Radio Emission of the Moon and Planet
any,"[14, 0, 168]",Radio Emission of the Moon and Planet
origin,"[24, 3, 0, 7, 1, 0, 0, 0, 3, 0, 20, 1, 3, 0, 36, 4, 4, 0, 0, 0]",Radio Emission of the Moon and Planet
most,"[237, 18, 23, 66, 0, 104, 3, 0, 0]",Radio Emission of the Moon and Planet
higher,"[0, 2, 0, 12, 0, 61, 0, 0]",Radio Emission of the Moon and Planet
Nicholson,[],Radio Emission of the Moon and Planet
even,"[47, 1, 1, 14, 0, 14, 0, 0, 115, 10, 8, 103]",Radio Emission of the Moon and Planet
disagreement,"[0, 2, 0, 0, 1, 0]",Radio Emission of the Moon and Planet
series,"[0, 4, 0]",Radio Emission of the Moon and Planet
several,"[16, 41, 4]",Radio Emission of the Moon and Planet
Sloanaker,[],Radio Emission of the Moon and Planet
type,"[12, 16, 0, 0, 35, 0]",Radio Emission of the Moon and Planet
features,"[0, 0, 0, 1, 0, 17, 0, 4, 492]",Radio Emission of the Moon and Planet
few,[71],Radio Emission of the Moon and Planet
constant,"[3, 0, 0, 2, 0, 0, 8, 0, 0, 1, 1, 0]",Radio Emission of the Moon and Planet
3,"[0, 0, 0, 0, 0, 0, 0, 56, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Radio Emission of the Moon and Planet
1-degree,[],Radio Emission of the Moon and Planet
lobe,[0],Radio Emission of the Moon and Planet
known,"[49, 0, 49, 0, 0, 0, 0, 0, 0, 26, 3, 0, 0, 0, 129, 2, 0, 0, 24, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 8, 5, 0]",Radio Emission of the Moon and Planet
relatively,"[5, 2]",Radio Emission of the Moon and Planet
range,"[1, 0, 0, 1, 34, 2, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 1, 3, 0, 13, 3, 21, 0, 0, 2, 0, 4, 1, 0, 72, 0, 43, 0, 0, 0, 0, 12, 0, 4, 6, 11, 7, 3]",Radio Emission of the Moon and Planet
smoother,"[0, 0, 6, 0, 0, 0, 0, 2, 0, 0, 1, 11, 0, 0, 1, 103, 0]",Radio Emission of the Moon and Planet
put,"[19, 51, 5, 29, 4, 3, 1, 0, 0, 34, 0, 72, 1, 0, 0, 46, 0]",Radio Emission of the Moon and Planet
first,"[0, 0, 0, 20, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 169, 20, 0, 1, 19, 4, 0, 0, 0]",Radio Emission of the Moon and Planet
polarized,"[0, 0]",Radio Emission of the Moon and Planet
already,[27],Radio Emission of the Moon and Planet
distances,"[9, 0, 0, 43, 16, 0]",Radio Emission of the Moon and Planet
procedures,"[6, 0, 6, 0, 12, 5, 6]",Radio Emission of the Moon and Planet
2',[],Radio Emission of the Moon and Planet
1935,[],Radio Emission of the Moon and Planet
derived,"[0, 0, 84, 1, 0, 0, 1, 0, 5]",Radio Emission of the Moon and Planet
much,"[0, 0, 0, 6, 47, 111, 0, 11]",Radio Emission of the Moon and Planet
make,"[0, 0, 0, 0, 4, 8, 0, 0, 31, 0, 3, 0, 0, 0, 18, 26, 0, 127, 0, 0, 1, 1, 0, 0, 9, 0, 9, 0, 0, 123, 2, 80, 0, 0, 51, 17, 6, 1, 0, 0, 0, 0, 492, 0, 163, 0, 5, 1, 0, 0, 4, 0, 39, 21, 1, 0, 0, 0, 0, 0, 113, 11, 1, 21, 0, 16, 0, 0, 9, 0]",Radio Emission of the Moon and Planet
beneath,"[0, 10, 1, 0]",Radio Emission of the Moon and Planet
arc,"[0, 3, 0, 3, 1, 0, 2, 0]",Radio Emission of the Moon and Planet
are,"[3, 11, 0, 1, 722, 0, 12, 0, 21, 479, 0, 26, 6, 6]",Radio Emission of the Moon and Planet
originates,"[10, 12, 1, 0, 12, 19, 0, 0, 3]",Radio Emission of the Moon and Planet
3.03,[],Radio Emission of the Moon and Planet
centimeter,"[0, 0, 0]",Radio Emission of the Moon and Planet
regions,"[32, 47, 2, 9, 7]",Radio Emission of the Moon and Planet
Burke,"[2, 0, 0, 0, 0, 0, 0]",Radio Emission of the Moon and Planet
interferometers,[0],Radio Emission of the Moon and Planet
Af,[],Radio Emission of the Moon and Planet
under,"[71, 10, 0]",Radio Emission of the Moon and Planet
polarization,"[0, 0]",Radio Emission of the Moon and Planet
agreement,"[11, 4, 9, 1, 0, 0]",Radio Emission of the Moon and Planet
Garstung,[],Radio Emission of the Moon and Planet
because,[],Radio Emission of the Moon and Planet
discussion,"[8, 0, 4, 2, 37]",Radio Emission of the Moon and Planet
result,"[6, 5, 8, 16, 10, 0, 0, 27, 32, 25, 8, 27, 1, 0, 6, 20, 0, 0]",Radio Emission of the Moon and Planet
out,"[0, 0, 4, 1, 0, 0, 2, 0, 0, 0, 0, 0, 309, 40, 0]",Radio Emission of the Moon and Planet
received,"[49, 0, 4, 10, 19, 13, 55, 5, 7, 0, 3, 1, 2, 492, 123]",Radio Emission of the Moon and Planet
material,"[0, 16, 33, 1, 2, 0, 5, 0]",Radio Emission of the Moon and Planet
earth,"[0, 11, 21, 16, 0, 0, 0, 96, 1, 32, 0]",Radio Emission of the Moon and Planet
near,"[0, 104, 27, 0, 1, 0, 0, 3, 0, 0, 0, 23, 0, 237, 11, 8, 18, 0, 66, 0, 134]",Radio Emission of the Moon and Planet
may,"[0, 2, 0, 167, 0, 0]",Radio Emission of the Moon and Planet
Introduction,"[0, 1, 4, 0, 0, 0, 0, 2, 1, 0, 2, 1, 1, 0, 0, 2, 0, 2]",Radio Emission of the Moon and Planet
A,"[0, 0, 0, 0, 0, 0, 0, 2793, 0, 0, 147, 0, 0]",Radio Emission of the Moon and Planet
June,[1],Radio Emission of the Moon and Planet
sources,"[1, 4, 4, 5, 0, 1, 0, 20, 3, 1, 3, 0]",Radio Emission of the Moon and Planet
the,[],Radio Emission of the Moon and Planet
definitely,"[1, 3, 0, 0, 1, 0]",Radio Emission of the Moon and Planet
discussed,"[0, 0, 2, 0, 3]",Radio Emission of the Moon and Planet
Drake,"[0, 0, 0, 0]",Radio Emission of the Moon and Planet
study,"[34, 21, 0, 5, 0, 2, 2, 0, 127, 0, 4, 8, 0, 80, 10, 0, 25, 2, 0, 0, 7, 0, 0, 5, 24, 0]",Radio Emission of the Moon and Planet
mountainous,"[0, 0, 1, 0]",Radio Emission of the Moon and Planet
15,"[0, 0, 6, 14]",Radio Emission of the Moon and Planet
altitude-azimuth-mounted,[],Radio Emission of the Moon and Planet
like,"[5, 15, 17, 1, 2, 0, 0, 21, 88, 0, 176]",Radio Emission of the Moon and Planet
been,"[3, 11, 0, 1, 722, 0, 12, 21, 0, 26, 6, 6]",Radio Emission of the Moon and Planet
deduced,"[0, 0, 1, 0]",Radio Emission of the Moon and Planet
will,"[218, 0, 32, 0, 0]",Radio Emission of the Moon and Planet
extent,[9],Radio Emission of the Moon and Planet
which,[],Radio Emission of the Moon and Planet
solar,[1],Radio Emission of the Moon and Planet
limited,"[0, 0, 24, 1, 0, 1, 1, 0, 10, 1, 5, 0, 2, 7, 0, 0, 46, 7]",Radio Emission of the Moon and Planet
Venus,"[1, 0, 0]",Radio Emission of the Moon and Planet
Ewen,[],Radio Emission of the Moon and Planet
present,"[2, 3, 0, 36, 0, 2, 6, 5, 0, 0, 11, 51, 0, 44, 0, 2, 0, 6, 62, 3, 6, 0]",Radio Emission of the Moon and Planet
8-mm,[],Radio Emission of the Moon and Planet
This,[],Radio Emission of the Moon and Planet
made,"[0, 0, 0, 0, 4, 8, 0, 0, 31, 0, 3, 0, 0, 0, 18, 26, 117, 0, 127, 0, 0, 1, 1, 0, 0, 9, 0, 9, 0, 0, 123, 80, 0, 51, 17, 6, 1, 0, 0, 0, 492, 0, 163, 0, 5, 1, 0, 0, 4, 0, 39, 21, 1, 0, 0, 0, 0, 0, 113, 11, 1, 21, 0, 16, 0, 0, 9, 0]",Radio Emission of the Moon and Planet
conditions,"[7, 13, 0, 15, 17, 2, 0, 0, 0, 8, 0, 8, 2, 5, 0, 7, 6, 0, 1]",Radio Emission of the Moon and Planet
systematic,"[1, 0, 0]",Radio Emission of the Moon and Planet
antenna,"[0, 0, 0, 0]",Radio Emission of the Moon and Planet
Beringer,[],Radio Emission of the Moon and Planet
after,"[33, 0, 0, 89, 0, 3]",Radio Emission of the Moon and Planet
originate,"[10, 12, 1, 0, 12, 19, 0, 0, 3]",Radio Emission of the Moon and Planet
its,"[0, 0]",Radio Emission of the Moon and Planet
possible,"[41, 6]",Radio Emission of the Moon and Planet
exceptional,"[0, 24, 0, 20, 0, 0, 0, 1]",Radio Emission of the Moon and Planet
more,"[271, 7, 0, 0, 0, 0]",Radio Emission of the Moon and Planet
at,"[580, 0, 0, 35]",Radio Emission of the Moon and Planet
superimposed,"[0, 0, 0, 0, 0, 0]",Radio Emission of the Moon and Planet
entire,"[14, 1, 22, 1, 0, 24]",Radio Emission of the Moon and Planet
diameters,"[0, 0]",Radio Emission of the Moon and Planet
rapidly,"[0, 6, 11, 0, 0]",Radio Emission of the Moon and Planet
days,"[1, 133, 56, 1, 0, 0, 0, 0, 0, 0, 36, 0, 7, 0]",Radio Emission of the Moon and Planet
about,"[237, 6, 2, 85, 0, 18, 0, 23, 66, 0, 104, 0, 3, 182, 0, 0, 0]",Radio Emission of the Moon and Planet
change,"[5, 6, 34, 1, 7, 0, 3, 0, 5, 10, 0, 1, 0, 10, 0]",Radio Emission of the Moon and Planet
source,"[1, 4, 4, 5, 0, 1, 0, 20, 3, 1, 3, 0]",Radio Emission of the Moon and Planet
be,"[6, 0, 3, 11, 0, 1, 722, 0, 12, 21, 0, 0, 0, 6, 4, 26]",Radio Emission of the Moon and Planet
substantial,"[1, 16, 33, 1, 14, 0, 8, 14, 1, 25]",Radio Emission of the Moon and Planet
short,"[0, 0, 1, 8, 0, 20, 0, 2, 0, 0, 99, 6, 2, 47, 0, 0, 0, 0, 0, 28, 4, 0, 27, 0]",Radio Emission of the Moon and Planet
Jupiter,"[0, 0]",Radio Emission of the Moon and Planet
9.4,[],Radio Emission of the Moon and Planet
18'.5,[],Radio Emission of the Moon and Planet
average,"[10, 2, 0, 0, 0, 0, 1, 37, 8, 21, 0, 15]",Radio Emission of the Moon and Planet
2.1,[],Radio Emission of the Moon and Planet
along,"[839, 37]",Radio Emission of the Moon and Planet
maria,"[2, 0, 0, 0]",Radio Emission of the Moon and Planet
while,"[1, 1, 11, 77]",Radio Emission of the Moon and Planet
3.15,[],Radio Emission of the Moon and Planet
extreme,"[2, 6, 0, 0, 0]",Radio Emission of the Moon and Planet
cool,"[0, 0, 0, 3, 4, 0, 0, 0, 1, 0]",Radio Emission of the Moon and Planet
conductivity,"[0, 0]",Radio Emission of the Moon and Planet
specify,"[7, 0, 10, 0, 0, 0, 2, 17, 1, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 46]",Radio Emission of the Moon and Planet
resolved,"[2, 4, 0, 25, 1, 0, 0, 0, 0, 6, 11, 0, 2]",Radio Emission of the Moon and Planet
Maryland,"[3, 0, 0, 0]",Radio Emission of the Moon and Planet
solid,"[0, 1, 0, 28, 0, 1, 0, 2, 8, 0, 14, 1, 11, 25]",Radio Emission of the Moon and Planet
cause,"[0, 0, 18, 5, 7, 123, 0, 16, 1, 492, 10, 163, 0, 0, 0, 30, 11, 35, 11, 113]",Radio Emission of the Moon and Planet
improved,"[6, 0, 0, 57, 8, 0]",Radio Emission of the Moon and Planet
rapid,"[0, 4]",Radio Emission of the Moon and Planet
radio,"[0, 0, 0, 9, 0, 0, 0]",Radio Emission of the Moon and Planet
possibility,"[0, 0, 9, 10, 4, 11]",Radio Emission of the Moon and Planet
hour,"[0, 15, 0, 0, 5]",Radio Emission of the Moon and Planet
does,"[3, 0, 0, 0, 9, 18, 0, 0, 84, 0, 0, 5, 0, 1, 6, 0, 22, 0, 6, 25, 0, 1, 163, 0, 0, 0, 3, 113, 46]",Radio Emission of the Moon and Planet
power,"[10, 0, 0, 14, 16, 0, 58, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 81]",Radio Emission of the Moon and Planet
considerably,"[0, 5, 82]",Radio Emission of the Moon and Planet
reported,"[6, 8, 13, 8, 12]",Radio Emission of the Moon and Planet
B,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 9, 0, 0, 9]",Radio Emission of the Moon and Planet
Coates,"[4, 18, 0]",Radio Emission of the Moon and Planet
phase,"[4, 0, 39, 11]",Radio Emission of the Moon and Planet
part,"[0, 9, 12, 1, 0, 13, 17, 6, 12, 1, 16, 0, 5, 0, 4, 5, 11, 47, 0, 7, 30, 0, 0, 0, 19, 0, 6, 0, 0, 1, 0, 4, 3, 6, 3, 0]",Radio Emission of the Moon and Planet
give,"[13, 13, 3, 36, 4, 38, 0, 3, 0, 1, 0, 1, 0, 3, 0, 10, 1, 7, 1, 51, 6, 0, 17, 6, 0, 2, 0, 12, 0, 1, 19, 492, 0, 0, 0, 19, 32, 0, 6, 6, 113, 50, 11]",Radio Emission of the Moon and Planet
Aj,[],Radio Emission of the Moon and Planet
1,"[3, 29, 24, 5, 0, 321, 1, 786]",Radio Emission of the Moon and Planet
consequently,"[1, 1, 22]",Radio Emission of the Moon and Planet
beam,"[0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 26, 0, 1, 0, 0, 10, 0]",Radio Emission of the Moon and Planet
but,"[25, 211, 115, 11, 409]",Radio Emission of the Moon and Planet
apparatus,"[2, 2]",Radio Emission of the Moon and Planet
called,"[6, 0, 0, 12, 2, 31, 0, 9, 1, 4, 0, 1, 8, 0, 4, 10, 0, 0, 0, 25, 11, 0, 5, 0, 0, 2]",Radio Emission of the Moon and Planet
interpreted,"[17, 1, 102, 21, 2, 3, 0, 4, 28, 6, 0]",Radio Emission of the Moon and Planet
falloff,"[0, 2, 0, 2, 0]",Radio Emission of the Moon and Planet
interferometer,[0],Radio Emission of the Moon and Planet
emission,"[0, 3, 0, 0]",Radio Emission of the Moon and Planet
seems,"[3, 59, 26]",Radio Emission of the Moon and Planet
on,"[839, 37]",Radio Emission of the Moon and Planet
components,"[47, 0, 8, 1, 8, 4, 0, 0]",Radio Emission of the Moon and Planet
It,"[0, 0]",Radio Emission of the Moon and Planet
detect,"[0, 4, 3, 8, 55]",Radio Emission of the Moon and Planet
age,"[33, 0, 2, 0, 0, 0, 0, 133, 0, 0, 0]",Radio Emission of the Moon and Planet
differences,"[7, 2, 2, 1, 3, 16, 0, 0]",Radio Emission of the Moon and Planet
Mars,"[1, 9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 21]",Radio Emission of the Moon and Planet
for,[],Radio Emission of the Moon and Planet
radiates,"[0, 1, 1, 0, 0, 0]",Radio Emission of the Moon and Planet
their,[],Radio Emission of the Moon and Planet
6'.7,[],Radio Emission of the Moon and Planet
uniformly,[0],Radio Emission of the Moon and Planet
shorter,"[0, 0, 0, 0, 28, 0, 0, 1, 47, 99, 6, 0, 8, 0]",Radio Emission of the Moon and Planet
a,"[0, 0, 0, 0, 0, 0, 0, 2793, 0, 0, 147, 0, 0]",Radio Emission of the Moon and Planet
centimeter-,[],Radio Emission of the Moon and Planet
together,"[0, 0, 30]",Radio Emission of the Moon and Planet
drift,"[0, 4, 4, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 21, 6, 2, 16, 0, 1, 0, 4, 0, 7, 3]",Radio Emission of the Moon and Planet
three,"[0, 0, 0, 0, 0, 0, 0, 56, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Radio Emission of the Moon and Planet
coincidence,"[1, 1, 0, 0, 1]",Radio Emission of the Moon and Planet
could,[],Radio Emission of the Moon and Planet
smaller,"[3, 12, 67, 0, 4, 0, 0, 20, 4, 4, 1, 0, 99, 0, 0]",Radio Emission of the Moon and Planet
distribution,"[6, 0, 0]",Radio Emission of the Moon and Planet
equal,"[3, 722, 12, 11, 0, 0, 0, 9, 0, 0, 2]",Radio Emission of the Moon and Planet
attempts,"[0, 0, 22, 0, 7, 0, 3, 10, 9, 12, 1]",Radio Emission of the Moon and Planet
indicated,"[37, 2, 7, 4, 1, 0, 44, 5, 0]",Radio Emission of the Moon and Planet
Steady,"[6, 3, 0, 3, 0, 0, 0, 0, 0, 4, 0, 0, 0, 11, 0, 0, 4, 3, 10]",Radio Emission of the Moon and Planet
off,"[0, 2, 0, 1, 21, 0, 0, 9, 1, 40, 54, 102, 7]",Radio Emission of the Moon and Planet
of,[],Radio Emission of the Moon and Planet
Saturn,[0],Radio Emission of the Moon and Planet
1949,[],Radio Emission of the Moon and Planet
U.,[],Radio Emission of the Moon and Planet
highest,"[0, 2, 0, 0, 61, 0, 0]",Radio Emission of the Moon and Planet
planets,"[8, 0, 0]",Radio Emission of the Moon and Planet
Pettit,[],Radio Emission of the Moon and Planet
lunation,"[0, 0, 0, 5]",Radio Emission of the Moon and Planet
sample,"[0, 1, 22, 1, 0, 7]",Radio Emission of the Moon and Planet
lobes,"[0, 0]",Radio Emission of the Moon and Planet
unobtainable,"[0, 0, 0, 0]",Radio Emission of the Moon and Planet
neglecting,"[9, 1, 0, 3, 1, 1, 0, 0, 0, 0, 3]",Radio Emission of the Moon and Planet
13,"[0, 1, 0, 0, 0, 4]",Radio Emission of the Moon and Planet
do,"[1, 0, 3, 0, 0, 0, 9, 18, 0, 0, 84, 0, 5, 0, 0, 1, 6, 22, 0, 6, 25, 0, 0, 1, 163, 0, 0, 3, 113, 46]",Radio Emission of the Moon and Planet
large,"[30, 0, 0, 0, 18, 61, 53, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]",Radio Emission of the Moon and Planet
records,"[0, 0, 21, 12, 0, 0, 0, 0, 0, 0, 44, 1, 0, 12, 0, 0, 1, 19, 0, 0, 2]",Radio Emission of the Moon and Planet
extensive,"[0, 4, 0, 4, 3, 0, 0, 0, 16, 3, 0]",Radio Emission of the Moon and Planet
component,"[47, 0, 8, 1, 8, 4, 0, 0]",Radio Emission of the Moon and Planet
varies,"[0, 34, 0, 3, 0, 5, 0, 0]",Radio Emission of the Moon and Planet
than,[],Radio Emission of the Moon and Planet
structure,"[0, 0, 0, 0, 8, 0, 0, 0, 0, 8]",Radio Emission of the Moon and Planet
or,"[0, 0, 0, 1, 1, 0, 0]",Radio Emission of the Moon and Planet
remain,"[2, 13, 16, 16, 0, 13]",Radio Emission of the Moon and Planet
came,"[0, 1, 0, 12, 0, 3, 0, 84, 42, 3, 3, 0, 123, 0, 20, 22, 0, 163, 0, 11]",Radio Emission of the Moon and Planet
had,"[49, 0, 6, 111, 2, 7, 0, 0, 51, 18, 0, 4, 123, 80, 51, 17, 0, 6, 1, 3, 492, 4, 1, 0, 113, 2, 6]",Radio Emission of the Moon and Planet
1960,[],Radio Emission of the Moon and Planet
Mare,"[0, 0, 0]",Radio Emission of the Moon and Planet
main,"[0, 13, 9, 12, 15, 7, 5]",Radio Emission of the Moon and Planet
to,[],Radio Emission of the Moon and Planet
order,"[0, 1, 1, 70, 34, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 0, 1, 3, 0, 21, 11, 0, 51, 0, 0, 72, 0, 11, 0, 0, 0, 0, 0, 39, 12, 0, 0, 0, 0, 0]",Radio Emission of the Moon and Planet
1930,[],Radio Emission of the Moon and Planet
nearer,"[0, 1, 0, 0, 23, 8, 0, 2, 27, 15, 0, 134]",Radio Emission of the Moon and Planet
contour,"[0, 39, 13, 0, 0, 3]",Radio Emission of the Moon and Planet
